tiempo_s,tiempo,posicion_norte,slow_cart,slow_end_tower,torre_0_x,torre_0_y,tramo_1_L_calculado,tramo_1_deform_m,tramo_1_desv_y,tramo_1_rumbo_deg,torre_1_x,torre_1_y,tramo_2_L_calculado,tramo_2_deform_m,tramo_2_desv_y,tramo_2_rumbo_deg,torre_2_x,torre_2_y,tramo_3_L_calculado,tramo_3_deform_m,tramo_3_desv_y,tramo_3_rumbo_deg,torre_3_x,torre_3_y,lat_e7,lon_e7,EΔd_mm,EΔrumbo_deg
2751,00h 45m 51s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2752,00h 45m 52s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2753,00h 45m 53s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2754,00h 45m 54s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2755,00h 45m 55s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2756,00h 45m 56s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2757,00h 45m 57s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2758,00h 45m 58s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2759,00h 45m 59s,59.198,False,False,2.2448,62.0939,50.0119,-0.0119,-1.8459,-2.1152,52.2226,60.248,50.0,0.0,-1.9723,-2.2607,102.1837,58.2757,50.0118,-0.0118,-2.0996,-2.4061,152.1514,56.1761,,,94.6,-0.24
2760,00h 46m 00s,59.223,False,False,2.2475,62.1426,50.011,-0.011,-1.8945,-2.171,52.2226,60.2481,50.0,0.0,-1.9724,-2.2608,102.1837,58.2757,50.0116,-0.0116,-2.0512,-2.3506,152.1532,56.2245,,,94.6,-0.24
2761,00h 46m 01s,59.247,False,False,2.249,62.1909,50.0114,-0.0114,-1.9428,-2.2264,52.2226,60.2481,50.0,0.0,-1.9724,-2.2608,102.1837,58.2757,50.0107,-0.0107,-2.0029,-2.2953,152.1543,56.2728,,,94.6,-0.24
2762,00h 46m 02s,59.271,False,False,2.2518,62.2389,50.0104,-0.0104,-1.9909,-2.2816,52.2226,60.2479,50.0,0.0,-1.9721,-2.2605,102.1837,58.2758,50.0118,-0.0118,-1.9542,-2.2394,152.1573,56.3216,,,94.6,-0.24
2763,00h 46m 03s,59.295,False,False,2.2537,62.2877,50.0106,-0.0106,-2.0397,-2.3375,52.2226,60.2479,50.0,0.0,-1.9721,-2.2604,102.1837,58.2758,50.0116,-0.0116,-1.9053,-2.1833,152.159,56.3706,,,94.6,-0.24
2764,00h 46m 04s,59.362,False,False,2.2555,62.3364,50.0112,-0.0112,-2.0032,-2.2955,52.2266,60.3332,50.0,0.0,-1.9722,-2.2606,102.1877,58.361,50.0113,-0.0113,-1.9422,-2.2257,152.1612,56.4188,,,93.9,-0.24
2765,00h 46m 05s,59.43,False,False,2.2573,62.3846,50.0111,-0.0111,-1.9653,-2.2522,52.2298,60.4192,50.0,0.0,-1.9721,-2.2604,102.1909,58.4471,50.0111,-0.0111,-1.9797,-2.2687,152.1628,56.4674,,,94.0,-0.24
2766,00h 46m 06s,59.497,False,True,2.2597,62.4324,50.011,-0.011,-1.9274,-2.2087,52.2336,60.505,50.0,0.0,-1.9718,-2.2602,102.1947,58.5332,50.011,-0.011,-2.0172,-2.3116,152.165,56.516,,,93.5,-0.24
2767,00h 46m 07s,59.564,False,False,2.2625,62.4805,50.011,-0.011,-1.8901,-2.166,52.2378,60.5903,50.0,0.0,-1.9716,-2.2599,102.1989,58.6187,50.011,-0.011,-2.0539,-2.3538,152.1676,56.5648,,,92.6,0.21
2768,00h 46m 08s,59.631,False,False,2.2642,62.5293,50.0113,-0.0113,-1.8535,-2.124,52.2411,60.6758,50.0,0.0,-1.9718,-2.2601,102.2022,58.704,50.0113,-0.0113,-2.0909,-2.3962,152.1698,56.6131,,,92.5,0.21
2769,00h 46m 09s,59.697,False,False,2.2664,62.5774,50.0109,-0.0109,-1.8163,-2.0813,52.2443,60.7611,50.0,0.0,-1.9717,-2.26,102.2054,58.7894,50.0108,-0.0108,-2.128,-2.4387,152.1709,56.6614,,,92.6,0.21
2770,00h 46m 10s,59.721,False,False,2.2685,62.6255,50.0106,-0.0106,-1.8644,-2.1365,52.2443,60.7611,50.0,0.0,-1.9717,-2.26,102.2054,58.7894,50.0115,-0.0115,-2.0798,-2.3835,152.1737,56.7096,,,92.6,0.21
2771,00h 46m 11s,59.746,False,False,2.2699,62.6739,50.011,-0.011,-1.9129,-2.192,52.2443,60.761,50.0,0.0,-1.9715,-2.2597,102.2054,58.7895,50.0119,-0.0119,-2.031,-2.3274,152.176,56.7585,,,92.6,0.21
2772,00h 46m 12s,59.77,False,False,2.2724,62.7227,50.0104,-0.0104,-1.9617,-2.248,52.2443,60.761,50.0,0.0,-1.9715,-2.2598,102.2054,58.7895,50.0129,-0.0129,-1.9823,-2.2716,152.179,56.8072,,,92.6,0.21
2773,00h 46m 13s,59.795,False,False,2.2755,62.7714,50.0093,-0.0093,-2.0104,-2.304,52.2443,60.761,50.0,0.0,-1.9715,-2.2597,102.2054,58.7895,50.0113,-0.0113,-1.9333,-2.2155,152.1793,56.8562,,,92.6,0.21
2774,00h 46m 14s,59.819,False,False,2.2779,62.8194,50.0088,-0.0088,-2.0584,-2.359,52.2443,60.7609,50.0,0.0,-1.9713,-2.2596,102.2054,58.7896,50.0119,-0.0119,-1.8851,-2.1601,152.1818,56.9045,,,92.6,0.21
2775,00h 46m 15s,59.886,False,False,2.2806,62.8677,50.0106,-0.0106,-2.0211,-2.3161,52.2504,60.8466,50.0,0.0,-1.9713,-2.2595,102.2115,58.8754,50.0106,-0.0106,-1.9223,-2.2028,152.1852,56.9531,,,89.8,0.21
2776,00h 46m 16s,59.952,False,False,2.2822,62.9157,50.0113,-0.0113,-1.984,-2.2735,52.2541,60.9317,50.0,0.0,-1.9711,-2.2593,102.2152,58.9606,50.0113,-0.0113,-1.959,-2.245,152.1881,57.0016,,,89.4,0.21
2777,00h 46m 17s,60.019,False,False,2.2837,62.9642,50.012,-0.012,-1.9476,-2.2318,52.2578,61.0166,50.0,0.0,-1.971,-2.2592,102.2189,59.0456,50.012,-0.012,-1.9953,-2.2865,152.1912,57.0503,,,88.9,0.21
2778,00h 46m 18s,60.086,False,False,2.2853,63.0131,50.0122,-0.0122,-1.9111,-2.1899,52.2609,61.102,50.0,0.0,-1.971,-2.2592,102.2221,59.131,50.0122,-0.0122,-2.0319,-2.3285,152.193,57.0991,,,89.1,0.4
2779,00h 46m 19s,60.153,False,False,2.2865,63.062,50.0122,-0.0122,-1.8745,-2.148,52.2635,61.1875,50.0,0.0,-1.9712,-2.2594,102.2246,59.2163,50.0122,-0.0122,-2.0689,-2.3709,152.194,57.1473,,,89.8,0.4
2780,00h 46m 20s,60.22,False,False,2.288,63.1109,50.0124,-0.0124,-1.8381,-2.1063,52.2666,61.2728,50.0,0.0,-1.9712,-2.2594,102.2277,59.3015,50.0123,-0.0123,-2.1053,-2.4126,152.1957,57.1963,,,90.0,0.4
2781,00h 46m 21s,60.287,False,False,2.29,63.1589,50.0122,-0.0122,-1.8011,-2.0638,52.2697,61.3578,50.0,0.0,-1.9709,-2.2591,102.2309,59.3869,50.0121,-0.0121,-2.1417,-2.4544,152.1971,57.2452,,,90.1,0.4
2782,00h 46m 22s,60.312,False,False,2.2921,63.2075,50.0118,-0.0118,-1.8497,-2.1196,52.2697,61.3578,50.0,0.0,-1.9708,-2.2589,102.2309,59.387,50.0124,-0.0124,-2.0928,-2.3982,152.1995,57.2942,,,90.1,0.4
2783,00h 46m 23s,60.336,False,False,2.2931,63.2563,50.0127,-0.0127,-1.8985,-2.1755,52.2697,61.3578,50.0,0.0,-1.9708,-2.259,102.2309,59.387,50.0129,-0.0129,-2.0442,-2.3425,152.2019,57.3428,,,90.1,0.4
2784,00h 46m 24s,60.36,False,False,2.2949,63.3051,50.0127,-0.0127,-1.9474,-2.2315,52.2697,61.3578,50.0,0.0,-1.9708,-2.2589,102.2309,59.387,50.013,-0.013,-1.9952,-2.2863,152.2041,57.3918,,,90.1,0.4
2785,00h 46m 25s,60.385,False,False,2.2967,63.3531,50.0128,-0.0128,-1.9954,-2.2866,52.2697,61.3577,50.0,0.0,-1.9706,-2.2587,102.2309,59.3871,50.0126,-0.0126,-1.9468,-2.2309,152.2056,57.4402,,,90.1,0.4
2786,00h 46m 26s,60.409,False,False,2.2988,63.4016,50.0128,-0.0128,-2.044,-2.3423,52.2697,61.3576,50.0,0.0,-1.9705,-2.2586,102.2309,59.3872,50.0122,-0.0122,-1.8979,-2.1748,152.2071,57.4893,,,90.1,0.4
2787,00h 46m 27s,60.476,False,False,2.3003,63.4495,50.0126,-0.0126,-2.0066,-2.2995,52.2726,61.4429,50.0,0.0,-1.9703,-2.2584,102.2337,59.4726,50.0126,-0.0126,-1.935,-2.2174,152.2089,57.5376,,,90.6,0.4
2788,00h 46m 28s,60.542,False,False,2.3019,63.4982,50.0129,-0.0129,-1.9702,-2.2576,52.2759,61.5281,50.0,0.0,-1.9704,-2.2585,102.2371,59.5577,50.0129,-0.0129,-1.9717,-2.2594,152.211,57.586,,,90.5,0.4
2789,00h 46m 29s,60.61,False,False,2.3041,63.5464,50.0126,-0.0126,-1.9323,-2.2142,52.2794,61.6141,50.0,0.0,-1.9703,-2.2584,102.2405,59.6438,50.0126,-0.0126,-2.0094,-2.3026,152.2127,57.6344,,,90.3,-0.14
2790,00h 46m 30s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2791,00h 46m 31s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2792,00h 46m 32s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2793,00h 46m 33s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2794,00h 46m 34s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2795,00h 46m 35s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2796,00h 46m 36s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2797,00h 46m 37s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2798,00h 46m 38s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2799,00h 46m 39s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2800,00h 46m 40s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2801,00h 46m 41s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2802,00h 46m 42s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2803,00h 46m 43s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2804,00h 46m 44s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2805,00h 46m 45s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2806,00h 46m 46s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2807,00h 46m 47s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2808,00h 46m 48s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2809,00h 46m 49s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2810,00h 46m 50s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2811,00h 46m 51s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2812,00h 46m 52s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2813,00h 46m 53s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2814,00h 46m 54s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2815,00h 46m 55s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2816,00h 46m 56s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2817,00h 46m 57s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2818,00h 46m 58s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2819,00h 46m 59s,60.652,False,False,2.3041,63.5464,50.0127,-0.0127,-1.8467,-2.1161,52.2828,61.6997,50.0,0.0,-1.9703,-2.2584,102.2439,59.7294,50.0127,-0.0127,-2.095,-2.4007,152.2127,57.6344,,,90.2,-0.14
2820,00h 47m 00s,60.677,False,False,2.3063,63.595,50.0124,-0.0124,-1.8953,-2.1718,52.2828,61.6997,50.0,0.0,-1.9704,-2.2585,102.2439,59.7293,50.0125,-0.0125,-2.0464,-2.3451,152.2146,57.6829,,,90.2,-0.14
2821,00h 47m 01s,60.701,False,False,2.307,63.6434,50.0135,-0.0135,-1.9437,-2.2273,52.2828,61.6997,50.0,0.0,-1.9704,-2.2585,102.2439,59.7293,50.0134,-0.0134,-1.9981,-2.2897,152.2174,57.7312,,,90.2,-0.14
2822,00h 47m 02s,60.725,False,False,2.3086,63.6913,50.0139,-0.0139,-1.9917,-2.2823,52.2828,61.6996,50.0,0.0,-1.9701,-2.2581,102.2439,59.7295,50.0136,-0.0136,-1.9495,-2.2339,152.2195,57.78,,,90.2,-0.14
2823,00h 47m 03s,60.749,False,False,2.3102,63.7399,50.0142,-0.0142,-2.0403,-2.338,52.2828,61.6996,50.0,0.0,-1.9701,-2.2581,102.2439,59.7295,50.0139,-0.0139,-1.901,-2.1783,152.2217,57.8285,,,90.2,-0.14
2824,00h 47m 04s,60.817,False,False,2.3119,63.7887,50.0137,-0.0137,-2.003,-2.2952,52.2855,61.7857,50.0,0.0,-1.9703,-2.2584,102.2466,59.8154,50.0137,-0.0137,-1.9387,-2.2215,152.2227,57.8767,,,90.8,-0.14
2825,00h 47m 05s,60.884,False,False,2.3139,63.8367,50.0134,-0.0134,-1.9653,-2.252,52.2886,61.8714,50.0,0.0,-1.9701,-2.2581,102.2498,59.9014,50.0134,-0.0134,-1.9759,-2.2642,152.2241,57.9254,,,90.9,-0.14
2826,00h 47m 06s,60.951,False,False,2.316,63.8851,50.0129,-0.0129,-1.9281,-2.2094,52.2917,61.957,50.0,0.0,-1.9699,-2.258,102.2529,59.9871,50.0129,-0.0129,-2.0128,-2.3065,152.2253,57.9743,,,91.1,-0.14
2827,00h 47m 07s,61.018,False,False,2.318,63.9337,50.0133,-0.0133,-1.8911,-2.167,52.2955,62.0426,50.0,0.0,-1.9698,-2.2578,102.2567,60.0728,50.0132,-0.0132,-2.0496,-2.3487,152.2279,58.0232,,,90.7,-0.14
2828,00h 47m 08s,61.085,False,False,2.3194,63.9821,50.0137,-0.0137,-1.8537,-2.1241,52.2988,62.1284,50.0,0.0,-1.9698,-2.2578,102.26,60.1586,50.0137,-0.0137,-2.087,-2.3916,152.2301,58.0716,,,90.7,-0.04
2829,00h 47m 09s,61.152,False,False,2.3207,64.0305,50.0143,-0.0143,-1.8168,-2.0817,52.302,62.2138,50.0,0.0,-1.9699,-2.2579,102.2632,60.2439,50.0142,-0.0142,-2.1241,-2.434,152.2323,58.1199,,,90.7,-0.04
2830,00h 47m 10s,61.176,False,False,2.3223,64.0791,50.0145,-0.0145,-1.8654,-2.1374,52.302,62.2137,50.0,0.0,-1.9697,-2.2577,102.2632,60.244,50.0142,-0.0142,-2.0752,-2.378,152.2343,58.1688,,,90.7,-0.04
2831,00h 47m 11s,61.201,False,False,2.3241,64.1277,50.0145,-0.0145,-1.9139,-2.1931,52.302,62.2137,50.0,0.0,-1.9698,-2.2578,102.2632,60.244,50.0136,-0.0136,-2.0267,-2.3224,152.2357,58.2173,,,90.7,-0.04
2832,00h 47m 12s,61.225,False,False,2.326,64.1762,50.0145,-0.0145,-1.9624,-2.2487,52.302,62.2137,50.0,0.0,-1.9698,-2.2578,102.2632,60.244,50.0132,-0.0132,-1.9782,-2.2668,152.2373,58.2658,,,90.7,-0.04
2833,00h 47m 13s,61.249,False,False,2.3276,64.2243,50.0148,-0.0148,-2.0107,-2.304,52.302,62.2136,50.0,0.0,-1.9695,-2.2574,102.2632,60.2441,50.0131,-0.0131,-1.9294,-2.2109,152.239,58.3147,,,90.7,-0.04
2834,00h 47m 14s,61.273,False,False,2.3299,64.2728,50.0145,-0.0145,-2.0592,-2.3596,52.302,62.2136,50.0,0.0,-1.9695,-2.2575,102.2632,60.2441,50.0135,-0.0135,-1.8809,-2.1553,152.2413,58.3632,,,90.7,-0.04
2835,00h 47m 15s,61.341,False,False,2.3314,64.3212,50.014,-0.014,-2.0218,-2.3168,52.3045,62.2994,50.0,0.0,-1.9693,-2.2573,102.2657,60.3301,50.0141,-0.0141,-1.918,-2.1978,152.243,58.4121,,,91.5,-0.04
2836,00h 47m 16s,61.408,False,False,2.3328,64.3691,50.0143,-0.0143,-1.984,-2.2735,52.3077,62.3851,50.0,0.0,-1.9691,-2.257,102.269,60.416,50.0143,-0.0143,-1.9553,-2.2405,152.245,58.4607,,,91.5,-0.04
2837,00h 47m 17s,61.475,False,False,2.3356,64.4177,50.0138,-0.0138,-1.947,-2.231,52.3114,62.4707,50.0,0.0,-1.9692,-2.2571,102.2727,60.5015,50.0138,-0.0138,-1.9924,-2.2831,152.2467,58.5091,,,91.1,-0.04
2838,00h 47m 18s,61.542,False,False,2.336,64.4664,50.0141,-0.0141,-1.9098,-2.1884,52.3137,62.5566,50.0,0.0,-1.9693,-2.2572,102.2749,60.5873,50.0141,-0.0141,-2.0299,-2.326,152.2478,58.5574,,,92.2,-0.04
2839,00h 47m 19s,61.609,False,False,2.3371,64.5151,50.0145,-0.0145,-1.8733,-2.1465,52.3165,62.6418,50.0,0.0,-1.9693,-2.2572,102.2777,60.6726,50.0145,-0.0145,-2.0664,-2.3679,152.2495,58.6062,,,92.6,-0.22
2840,00h 47m 20s,61.676,False,True,2.3388,64.5639,50.015,-0.015,-1.8364,-2.1042,52.3201,62.7275,50.0,0.0,-1.9693,-2.2572,102.2813,60.7582,50.015,-0.015,-2.1033,-2.4101,152.252,58.6549,,,92.3,-0.22
2841,00h 47m 21s,61.743,False,False,2.3396,64.6125,50.0159,-0.0159,-1.7992,-2.0615,52.3231,62.8133,50.0,0.0,-1.9693,-2.2572,102.2843,60.844,50.0159,-0.0159,-2.1406,-2.4529,152.2544,58.7035,,,92.6,-0.22
2842,00h 47m 22s,61.768,False,False,2.3412,64.6614,50.0161,-0.0161,-1.8481,-2.1175,52.3231,62.8133,50.0,0.0,-1.9693,-2.2572,102.2843,60.844,50.0154,-0.0154,-2.0918,-2.397,152.256,58.7522,,,92.6,-0.22
2843,00h 47m 23s,61.792,False,False,2.3427,64.7097,50.0164,-0.0164,-1.8964,-2.1729,52.3231,62.8133,50.0,0.0,-1.9693,-2.2573,102.2843,60.844,50.0154,-0.0154,-2.0435,-2.3416,152.258,58.8005,,,92.6,-0.22
2844,00h 47m 24s,61.816,False,False,2.3443,64.7581,50.0167,-0.0167,-1.9448,-2.2283,52.3231,62.8133,50.0,0.0,-1.9693,-2.2572,102.2843,60.844,50.0162,-0.0162,-1.9951,-2.2861,152.2607,58.8489,,,92.6,-0.22
2845,00h 47m 25s,61.84,False,False,2.3458,64.8061,50.017,-0.017,-1.993,-2.2836,52.3231,62.8132,50.0,0.0,-1.969,-2.2569,102.2844,60.8442,50.0157,-0.0157,-1.9464,-2.2302,152.2622,58.8978,,,92.6,-0.22
2846,00h 47m 26s,61.865,False,False,2.3479,64.8541,50.0169,-0.0169,-2.0411,-2.3388,52.3231,62.813,50.0,0.0,-1.9687,-2.2566,102.2844,60.8443,50.0154,-0.0154,-1.8976,-2.1744,152.2637,58.9467,,,92.6,-0.22
2847,00h 47m 27s,61.931,False,False,2.35,64.9028,50.0165,-0.0165,-2.0045,-2.2968,52.3263,62.8983,50.0,0.0,-1.9687,-2.2566,102.2875,60.9296,50.0165,-0.0165,-1.9343,-2.2163,152.2667,58.9953,,,92.7,-0.22
2848,00h 47m 28s,61.998,False,False,2.3519,64.9513,50.0169,-0.0169,-1.9673,-2.2542,52.3301,62.984,50.0,0.0,-1.9688,-2.2567,102.2913,61.0151,50.0169,-0.0169,-1.9717,-2.2592,152.2693,59.0434,,,92.2,-0.22
2849,00h 47m 29s,62.065,False,False,2.3537,64.9992,50.0169,-0.0169,-1.9298,-2.2111,52.3333,63.0694,50.0,0.0,-1.9687,-2.2566,102.2945,61.1007,50.0169,-0.0169,-2.009,-2.302,152.2711,59.0917,,,92.3,-0.22
2850,00h 47m 30s,62.108,False,False,2.3537,64.9992,50.0171,-0.0171,-1.8444,-2.1133,52.3367,63.1548,50.0,0.0,-1.9687,-2.2566,102.2979,61.1861,50.017,-0.017,-2.0944,-2.3999,152.2711,59.0917,,,92.1,0.05
2851,00h 47m 31s,62.108,False,False,2.3537,64.9992,50.0171,-0.0171,-1.8444,-2.1133,52.3367,63.1548,50.0,0.0,-1.9687,-2.2566,102.2979,61.1861,50.017,-0.017,-2.0944,-2.3999,152.2711,59.0917,,,92.1,0.05
